n_nodes,n_edges,avg_degree,avg_clustering,n_sources,n_infected_nodes,n_iterations,percentage_infected,beta,threshold_infected,graph_type,neighbours,prob_reconnect
4716,28296,6.0,0.1469239970315292,233,3678,5,0.04948188121355594,0.14294780855485517,0.4171897321380834,watts_strogatz,12,0.4127654057102167
430,430,1.0,0.0,8,210,35,0.019801568123257663,0.37622795561883454,0.4572311892615226,watts_strogatz,3,0.2307219059873259
4109,36900,8.980287174495011,0.020876821118451072,52,3989,6,0.012709135237768062,0.14263838533115236,0.5991959380106919,barabasi_albert,9,0.2739493773822152
3126,28134,9.0,0.37202286448366667,65,3126,5,0.021073954830446846,0.43070854562417443,0.7528115510689044,watts_strogatz,19,0.1982521783833373
4485,35880,8.0,0.15022771640814142,142,4069,9,0.03180419759762231,0.06266888215576039,0.6576401557391867,watts_strogatz,16,0.4055566985687883
4816,9632,2.0,0.07972976981490283,54,2674,9,0.011231357612496318,0.281668663102969,0.31404276978079143,watts_strogatz,5,0.47852299728141623
9349,279570,29.903733019574286,0.025381055976947443,456,9349,3,0.04884947646555429,0.46431641688863906,0.5225351807693983,barabasi_albert,30,0.0366940360171481
6198,86772,14.0,0.27793119965458307,197,2876,6,0.03192129512792284,0.034000564079256154,0.2178006592611739,watts_strogatz,29,0.27635172018751325
2622,20912,7.975591151792525,0.02661364341565947,101,2251,8,0.038693983450286344,0.056199202559829554,0.690165449743352,barabasi_albert,8,0.19672605515835645
4133,57862,14.0,0.2362763570373023,137,4133,4,0.03332235355268173,0.4175855716754165,0.5210973110255441,watts_strogatz,29,0.3158736945508218
1466,2928,1.9972714870395634,0.024999732543212194,28,1070,7,0.019170659011720263,0.25731574766980925,0.5534882953374354,barabasi_albert,2,0.46974030315782905
6711,20133,3.0,0.5240124599981288,106,3601,16,0.015934593416459586,0.1219943194700481,0.4767159686370039,watts_strogatz,6,0.04790674158401281
8453,101436,12.0,0.25136778354887096,258,7682,8,0.030632816482765605,0.048739776294791023,0.7721364254324252,watts_strogatz,24,0.29792269958713974
6027,156702,26.0,0.7049520292402978,151,5976,4,0.025099702160462832,0.2739024216402813,0.7919040662736119,watts_strogatz,52,0.013797380869297493
3083,33913,11.0,0.12937762257297153,103,2332,13,0.03370770381960777,0.020858270327157608,0.662452591494445,watts_strogatz,23,0.44092733867740785
5951,77363,13.0,0.21245540731991927,235,5164,3,0.03960237932517659,0.27842028363884436,0.2318350460280096,watts_strogatz,26,0.33767012823231235
4473,40176,8.981891348088531,0.0186532183319736,119,2788,7,0.02670595029841106,0.04490781693875101,0.42286151968079483,barabasi_albert,9,0.15662166219100226
4217,54652,12.959924116670619,0.026103874304262753,57,4217,4,0.013694251522607583,0.4846167884932642,0.5981884495567569,barabasi_albert,13,0.33021579989597827
615,1226,1.9934959349593495,0.01606291184194422,14,480,23,0.022938767831086313,0.06871687647276506,0.717433091477802,barabasi_albert,2,0.2215514931345448
1262,5048,4.0,0.18086296957136913,17,1255,7,0.013866582240889418,0.36012900779765583,0.7976967355325073,watts_strogatz,8,0.35611143971746684
7533,150660,20.0,0.7084077885985315,133,6635,5,0.01774643215402789,0.10403083196208833,0.6418086286542081,watts_strogatz,41,0.01034738653198336
1462,2924,2.0,0.49197446420428653,41,530,9,0.028617464957959873,0.2946886434734725,0.2927405821758519,watts_strogatz,4,0.006880602754106957
3393,40572,11.957559681697612,0.028329221515656148,106,3162,6,0.031435092131784435,0.07432126293217821,0.7431667315169954,barabasi_albert,12,0.25927329417573136
5116,40928,8.0,0.6487629169024782,250,4692,7,0.04893657823999467,0.11758964006107363,0.7011409254353618,watts_strogatz,17,0.02639027317724668
8464,253920,30.0,0.10717049232985801,349,8464,3,0.04134741889977086,0.37161684817080953,0.46272282716722235,watts_strogatz,60,0.481391781805858
6464,160975,24.903310643564357,0.02908642925678691,77,6464,4,0.012009868314591148,0.3028799034849745,0.38412094977384814,barabasi_albert,25,0.2738793057292166
9451,113268,11.984763517088139,0.012682159435856004,186,7149,7,0.01976503717087838,0.04418082187778068,0.46804540507395354,barabasi_albert,12,0.11196852400694185
9015,314300,34.86411536328342,0.02849083921183791,360,8776,4,0.04003760395251515,0.06632058202005287,0.326204004029643,barabasi_albert,35,0.23765468633389863
3976,51688,13.0,0.17259129036076984,138,3742,4,0.03474965635944872,0.160080448184013,0.24538974251260162,watts_strogatz,26,0.38683566677329456
1051,4188,3.9847764034253093,0.03827730514143109,48,952,6,0.04578655929619446,0.18481909940455005,0.723643929291548,barabasi_albert,4,0.26100132656091535
574,1148,2.0,0.220030695204911,25,311,5,0.04486506875710965,0.39722176010403165,0.32411731180330194,watts_strogatz,5,0.2642544385937598
4547,63462,13.956894655817022,0.025520219032530756,151,4499,5,0.03337364915854485,0.12785618972879406,0.7836760330264316,barabasi_albert,14,0.15925579864040562
4246,42460,10.0,0.12881677962700028,47,4240,5,0.011121270252346905,0.27031525596974987,0.7515646449674587,watts_strogatz,21,0.44339311919324986
8191,32748,3.9980466365523135,0.008356969188865289,307,3522,10,0.03755959842451803,0.03999644047436142,0.3124316838638206,barabasi_albert,4,0.3606908735948592
1243,1243,1.0,0.0,38,703,57,0.030702742694397156,0.18965574819741093,0.5584026433667005,watts_strogatz,2,0.02684059165053182
7459,259840,34.83576886982169,0.033278434948677806,94,7459,4,0.012675206781901417,0.19726034530290884,0.749613417713985,barabasi_albert,35,0.14956513255066234
7441,104174,14.0,0.6470774664435047,120,6325,9,0.016220932239211665,0.05322115025195447,0.5963752670221545,watts_strogatz,29,0.037077098467497016
3339,6678,2.0,0.1779995436329676,138,3057,7,0.041466748141652306,0.4754216197313673,0.7594797016616972,watts_strogatz,5,0.2963587943385589
8405,226935,27.0,0.6201632161298543,127,8211,4,0.015112802260314195,0.18479357690178455,0.32657872072344485,watts_strogatz,55,0.05646798945518533
9705,310560,32.0,0.39891703308065507,187,9700,4,0.019317845307429145,0.1585932096115112,0.6699434611663038,watts_strogatz,65,0.1870823686396364
6672,40032,6.0,0.1278139635265036,267,5732,4,0.04016546603024693,0.283929655719278,0.33808184095085947,watts_strogatz,12,0.43097990236045286
6195,179655,29.0,0.3641896827318882,64,6195,5,0.010387884067766086,0.16237811925321424,0.66527676939293,watts_strogatz,58,0.2116531027201779
7770,209061,26.906177606177607,0.027148205283655986,340,7770,4,0.04377577100287861,0.18403773049974756,0.5503525050526725,barabasi_albert,27,0.05015009921791036
3379,23604,6.985498668245043,0.0208594031687615,125,3259,5,0.037027607801381646,0.1869961839744039,0.48232698495839327,barabasi_albert,7,0.3880052057142356
6301,37806,6.0,0.21951422315408337,129,5815,5,0.02052048078266671,0.2711997599164764,0.5247171331161369,watts_strogatz,13,0.3175766514740554
7548,255476,33.846846846846844,0.03210304676127303,271,7548,3,0.0359545867933497,0.479437174356481,0.25780246658558464,barabasi_albert,34,0.1993698293560987
8809,61614,6.994437507095016,0.009588750283379816,363,4204,5,0.04129923574533713,0.06190381091249952,0.2443689188862365,barabasi_albert,7,0.4456591198302255
1854,1853,0.9994606256742179,0.0,33,1095,14,0.018042547001362205,0.23689814864487013,0.5095302375690454,barabasi_albert,1,0.3998417697506483
5764,63283,10.979007633587786,0.018290782110959275,238,2682,7,0.04131826040089899,0.024660107247066288,0.258380480050478,barabasi_albert,11,0.4292627319529925
475,950,2.0,0.4301754385964916,16,113,9,0.03522385460911205,0.14852675310963598,0.2111914221763023,watts_strogatz,4,0.05152892586375912
4224,63135,14.946732954545455,0.02700193102869079,93,2877,13,0.022075029750673072,0.01197087588942502,0.5550345337999216,barabasi_albert,15,0.4759818500538234
9163,191982,20.951871657754012,0.020146564156845168,108,9084,4,0.01183160023349374,0.17978410365252473,0.5492096072017995,barabasi_albert,21,0.008659055072889998
6746,53968,8.0,0.31358637747585416,95,6280,12,0.014162676542998893,0.05749642248554729,0.7819729830239934,watts_strogatz,17,0.23720185066348176
3160,15800,5.0,0.41582423729575696,147,1506,4,0.046625889997122506,0.17568259094289818,0.2705564177847567,watts_strogatz,10,0.1515854253928658
8958,294525,32.87843268586738,0.027751358976318342,250,8958,4,0.027980308436710094,0.17426008901374987,0.771044397456067,barabasi_albert,33,0.2098308198080721
6408,96120,15.0,0.46557641293067,263,6370,4,0.041177228948854776,0.2125410374857424,0.6808482274671892,watts_strogatz,30,0.13971678672887128
5336,16008,3.0,0.2638956766205624,261,3350,14,0.049025535724163634,0.0672986916564447,0.5233702271069156,watts_strogatz,6,0.24675177867358256
4643,65002,14.0,0.18558390164665003,61,1650,10,0.013263740701778817,0.019520275384572024,0.2175477578369971,watts_strogatz,28,0.36794610576407494
2662,31800,11.945905334335086,0.03250213712121196,73,2497,3,0.027533596264751242,0.4067561771068442,0.21146954067177837,barabasi_albert,12,0.2756608626626292
1190,3570,3.0,0.41627984527144163,44,936,15,0.03733162395519926,0.09993465643465649,0.6986132406725616,watts_strogatz,7,0.1062581908097418
1504,3008,2.0,0.3154508611955417,20,619,11,0.013794338357727148,0.22275365548233955,0.27168823190380154,watts_strogatz,4,0.13816890392173464
5510,109800,19.927404718693285,0.028649463767635497,192,4650,7,0.03495004529828546,0.02788162136188123,0.6371290139932326,barabasi_albert,20,0.34245911685923947
8781,218900,24.928823596401323,0.023691406603067063,400,8676,3,0.04562289847299924,0.22228013848151965,0.2856892649522555,barabasi_albert,25,0.4311698187549452
3350,36850,11.0,0.09944533705893525,99,2787,3,0.029658661586296035,0.35081848320853065,0.20244046509928715,watts_strogatz,22,0.4946624349289631
9369,281070,30.0,0.672083310924682,122,9365,4,0.013066017275572444,0.3688006331582914,0.5907183240819369,watts_strogatz,61,0.030515782463369445
1210,4824,3.986776859504132,0.03710879927748838,35,906,5,0.029002659286973993,0.20677989136112013,0.34678336145262817,barabasi_albert,4,0.25458483796434056
2861,34332,12.0,0.6084168660304651,59,2855,5,0.02072622870067277,0.3132224148548608,0.5714026221642654,watts_strogatz,24,0.05289790156162527
2225,6675,3.0,0.31610522561084375,102,1960,7,0.04597233729207544,0.27445332316607957,0.7159651556697,watts_strogatz,7,0.19965076511266816
8765,149005,17.0,0.433332158519105,333,8765,4,0.03809389377501987,0.3291113109616442,0.5127011496794489,watts_strogatz,35,0.16029783938869746
9750,272216,27.919589743589743,0.02332332208550057,256,9750,4,0.02625705457921009,0.21675757303589582,0.27124093367702484,barabasi_albert,28,0.3201790263477749
5973,173217,29.0,0.6658376574144241,294,5582,5,0.04934240831257829,0.03968416260900642,0.44074376146122474,watts_strogatz,58,0.0333116718148212
4253,59542,14.0,0.2561161783547024,181,4253,4,0.04264122259870956,0.36304216225127867,0.5347076925673591,watts_strogatz,29,0.29628713139196483
317,316,0.9968454258675079,0.0,6,157,13,0.019822573607067663,0.1884433728410316,0.4007620347187598,barabasi_albert,1,0.2173701320777044
3186,12744,4.0,0.2409165971783676,84,1591,5,0.026520865301068536,0.2091425207512171,0.27490720210105635,watts_strogatz,8,0.2812722328797007
3058,18348,6.0,0.18287267995084036,35,1804,7,0.011475985908796029,0.11627852506733903,0.36230918318119676,watts_strogatz,12,0.3550438757751641
3811,30424,7.983206507478352,0.019577428454457337,184,2139,4,0.048333073739286754,0.10089852646247063,0.23658736190058088,barabasi_albert,8,0.19043731575711176
386,385,0.9974093264248705,0.0,14,279,8,0.03803704480823072,0.49614272409131616,0.4779098502792795,barabasi_albert,1,0.08102479791079842
1048,1048,1.0,0.0,18,780,86,0.017641631992361174,0.31632203650148427,0.7309556261263668,watts_strogatz,3,0.11905164742231811
7777,85426,10.984441301272984,0.014071847054239183,158,7775,4,0.020433995809315944,0.43824982821513586,0.626683018823931,barabasi_albert,11,0.3029400276054882
6164,73968,12.0,0.24338982141136611,169,6121,5,0.02751908673888398,0.16572970739690088,0.7100162441935334,watts_strogatz,25,0.30647590158411236
8122,162440,20.0,0.18801881387913863,380,8063,3,0.046902806039909956,0.2778062018762286,0.27094871737966,watts_strogatz,40,0.36832886354694794
4254,25524,6.0,0.2640909402721814,54,3727,11,0.01275574160568413,0.08125864095510126,0.6731103683649984,watts_strogatz,13,0.2736795804182448
586,586,1.0,0.0,11,185,19,0.01932341744039881,0.32158836958129117,0.2873838147070691,watts_strogatz,2,0.3595093870489845
1581,9450,5.977229601518027,0.031940801996276726,46,1077,5,0.02955566598131657,0.13037629011249824,0.2738729725045758,barabasi_albert,6,0.027490876121262553
6374,171369,26.885629118293064,0.031151679710927454,246,6374,4,0.03870561165952627,0.3553729340947586,0.5117582105500076,barabasi_albert,27,0.10497972284236684
6586,85449,12.974339508047374,0.017810284133722553,195,6586,4,0.029698314457825073,0.48093378215179344,0.6689589841217511,barabasi_albert,13,0.28656359114771784
7244,173856,24.0,0.27382416905152124,187,7244,4,0.025936725123988917,0.49097041371291467,0.6000555453314247,watts_strogatz,48,0.2828376091503144
354,354,1.0,0.0,17,220,13,0.048623717726165694,0.47887864658342644,0.5447431990426987,watts_strogatz,2,0.4079395150391713
7022,195832,27.888350897180292,0.029670861062714146,303,7022,4,0.04322892265490804,0.2208274659235793,0.5768665154264995,barabasi_albert,28,0.21339637245965665
8934,44645,4.99720170136557,0.007242745371947731,308,8754,5,0.034578008574183215,0.3063182241267695,0.6263533825610694,barabasi_albert,5,0.12698754168461518
8344,75096,9.0,0.4890809655820248,106,2504,24,0.012808535292452069,0.011597685111671788,0.2748613211628309,watts_strogatz,19,0.11833080915966654
5972,71520,11.975887474882786,0.018780957389366592,268,5972,4,0.04495677961571713,0.47148791006656865,0.48873127998349675,barabasi_albert,12,0.14573438914357806
2480,24800,10.0,0.3268740718404522,44,2371,7,0.018016910715104258,0.09694898001801834,0.6821503549202375,watts_strogatz,20,0.22683660711973008
756,1512,2.0,0.3397392290249439,33,355,6,0.043716744788545855,0.3644195251480878,0.3253270134601953,watts_strogatz,5,0.12008435125484479
515,515,1.0,0.0,22,148,14,0.0427788479202613,0.19249659961210122,0.2520681204174692,watts_strogatz,3,0.3375269066017212
1866,5598,3.0,0.4450258595757017,83,1050,8,0.04496373898871638,0.14915576898539554,0.37827848136105485,watts_strogatz,6,0.10392170891766644
9876,217272,22.0,0.09850048902466267,98,9876,5,0.010001637952409501,0.19952998168148225,0.6853572731018414,watts_strogatz,44,0.49404246052094075
4504,89680,19.911190053285967,0.031920849021625536,92,4504,4,0.020443017075329105,0.4624149428943598,0.35418923967840343,barabasi_albert,20,0.18036585578862285
3272,16360,5.0,0.4544403945687567,147,2461,8,0.04505210665104959,0.10252386603652737,0.5080008477741721,watts_strogatz,11,0.12103876444379558
2847,37011,13.0,0.1502697017086955,93,2847,4,0.032927327904984476,0.3321904074528752,0.45597771120129754,watts_strogatz,27,0.41382584175648957
9172,265147,28.908307893589186,0.025028032675701917,127,8126,4,0.013924662303424692,0.07822606755012558,0.26488553431731765,barabasi_albert,29,0.3335679008819088
9504,256608,27.0,0.26979552785176336,298,9504,4,0.031453486681180996,0.3994286178531741,0.566227817627585,watts_strogatz,54,0.2878685066896062
6286,138292,22.0,0.5879847812359409,109,6286,4,0.017470130407935013,0.4683930291515814,0.4327517335265418,watts_strogatz,44,0.07125633040582702
7989,31956,4.0,0.43317948723505917,330,7719,5,0.04140359391770154,0.4927878873970995,0.7801603449731573,watts_strogatz,9,0.12467014457661618
4989,79824,16.0,0.30000187888255714,232,4195,6,0.04656606327856137,0.0439073580767862,0.5831370146271406,watts_strogatz,33,0.25884664367816496
9483,217580,22.94421596541179,0.020823921049509496,268,9464,3,0.028284509463452054,0.3837317134144606,0.26435575388731186,barabasi_albert,23,0.36102617213816446
7444,111435,14.969774314884472,0.018532053425701023,296,7425,4,0.03985675990487499,0.23229502297761415,0.5762400538789672,barabasi_albert,15,0.13515646337128323
6993,146853,21.0,0.4751906979519855,294,6856,3,0.04217191278515118,0.2951747894740241,0.40205779017042453,watts_strogatz,42,0.13534645837735482
314,313,0.9968152866242038,0.0,8,244,15,0.026699777774777167,0.23456993295982106,0.6816174130225556,barabasi_albert,1,0.29347801607459106
6653,53224,8.0,0.2271417188091958,216,6099,5,0.032615252050938806,0.1695557029798362,0.5279303863082848,watts_strogatz,16,0.31411613397601024
7531,269820,35.827911299960164,0.03426448596842973,151,7531,4,0.02009304206875656,0.27065813608930694,0.48141824414595574,barabasi_albert,36,0.26858410128965493
8764,341796,39.0,0.16256655460222166,341,8764,3,0.03896742180803495,0.4011697329654291,0.24941481797117027,watts_strogatz,79,0.403980140919238
8781,271250,30.890559161826673,0.027167383149052794,201,8781,4,0.022910279622504914,0.2099751028918674,0.7571833059089783,barabasi_albert,31,0.3569635535956403
1104,4400,3.9855072463768115,0.03337901738238792,37,1072,5,0.03388119202711893,0.3500780286443687,0.5961094582804303,barabasi_albert,4,0.12372865483952006
1151,2302,2.0,0.09647925199619369,56,995,7,0.04883259704996336,0.36685844436880705,0.5950502793806502,watts_strogatz,4,0.46450939226195836
3631,50638,13.94602038006059,0.029955660040348282,112,3211,7,0.03101676437141171,0.04367414949013983,0.5703916664366183,barabasi_albert,14,0.24803578183191372
1940,1939,0.9994845360824742,0.0,35,485,100,0.0183010903386781,0.014060047161112733,0.40427837727940097,barabasi_albert,1,0.17457953290807876
8735,104676,11.983514596451059,0.013317862335001889,192,3605,5,0.022047165170944485,0.04308146289634077,0.2218577440315952,barabasi_albert,12,0.30093096889367205
5494,71422,13.0,0.1279307574523571,86,5253,8,0.015664983945495394,0.059073961677505435,0.762889380633289,watts_strogatz,27,0.44413427265076544
6660,106560,16.0,0.10363157612080953,205,6624,3,0.03090735035845879,0.4386388986494671,0.3062018057482039,watts_strogatz,32,0.4833171799788546
1515,6044,3.9894389438943896,0.02975185708713218,63,944,4,0.04215943983949899,0.22810489190024258,0.20824276624667842,barabasi_albert,4,0.22582422603864005
7984,206908,25.915330661322646,0.025554083250413764,178,7983,4,0.022320626298031734,0.18859411913603646,0.2287504123880764,barabasi_albert,26,0.10748300209887751
2742,10968,4.0,0.35010616055473925,48,1687,5,0.01756545467858623,0.3286259728279241,0.23200864709974292,watts_strogatz,9,0.18803763435574578
1196,4784,4.0,0.5334629742238431,29,389,6,0.024648540557127868,0.16030091773891358,0.23253963695148525,watts_strogatz,8,0.06822683749840036
5569,50040,8.985455198419825,0.01682524298499173,110,5486,4,0.019772880207687575,0.32162487032768733,0.4637351285759316,barabasi_albert,9,0.19404723855224132
8537,307332,36.0,0.4232074107061391,253,8493,3,0.029675381878308024,0.2395628226169128,0.35249624832112736,watts_strogatz,72,0.17154668375602367
5354,112434,21.0,0.3651707866457104,107,5354,4,0.020073613362294615,0.3708012198575428,0.598076219237564,watts_strogatz,43,0.208472573742908
5600,61479,10.978392857142858,0.01884874530429575,134,5556,4,0.02404010425979613,0.2878915066892,0.5020802353212326,barabasi_albert,11,0.1305188833432125
8982,268560,29.899799599198396,0.025873633042896218,166,8817,5,0.018504305494917966,0.06190656590460318,0.39442717469326216,barabasi_albert,30,0.25629772698710024
9257,175883,19.0,0.6823436384946528,103,7594,5,0.011201095341591772,0.14992815908650897,0.41952429155302084,watts_strogatz,39,0.022214101218891558
3223,19338,6.0,0.10037321727987854,40,3217,5,0.012633481412312322,0.4653481747061523,0.7819945864716866,watts_strogatz,12,0.48139565578863597
9964,179028,17.967482938578883,0.01641213769153464,329,9964,4,0.0330356492187529,0.38583113110669853,0.49103035445505483,barabasi_albert,18,0.29151821791857513
1960,11724,5.981632653061224,0.02778180226133494,79,1209,12,0.040474752962916485,0.03048629345117189,0.47139826428057474,barabasi_albert,6,0.18453433485367593
4503,94122,20.902065289806796,0.03279040505616605,127,4503,4,0.02834544317749982,0.44063937524101676,0.4299666964119498,barabasi_albert,21,0.4078790120428468
805,1606,1.995031055900621,0.04120918201928235,24,373,10,0.030049512058228103,0.09609581393690343,0.32662679623980684,barabasi_albert,2,0.1833653007689396
7363,183450,24.915116121146273,0.02725077742809791,165,7363,4,0.02241102994498618,0.20249690847998314,0.5952162229875825,barabasi_albert,25,0.15023932646602522
6928,145488,21.0,0.4908647307876736,284,5289,7,0.041103247160338724,0.024881847270481604,0.5979010609617403,watts_strogatz,42,0.12640585327246923
4102,77938,19.0,0.7049230161053588,180,4101,4,0.04392694530932041,0.43152584514069675,0.7452283527159034,watts_strogatz,39,0.011374723808717013
7903,63160,7.991901809439454,0.01134959451434601,391,7814,4,0.04955757560071262,0.30944499629386696,0.6368573463118964,barabasi_albert,8,0.33620493609785457
7887,276045,35.0,0.1786391248407253,293,7887,4,0.0372398973925692,0.3018852145106067,0.6225963373316505,watts_strogatz,70,0.3835811824694746
5299,110838,20.91677675033025,0.029917286566040032,241,5299,4,0.045649902906491055,0.22795882237227294,0.7199176852076257,barabasi_albert,21,0.04088564415657353
2044,8176,4.0,0.36120921913485576,61,1312,7,0.030186043515732494,0.14648301445495923,0.40504693818399085,watts_strogatz,9,0.18133568415232126
1280,2556,1.996875,0.018909816844238744,35,945,7,0.028075443947705718,0.23161244392528774,0.46040183196023304,barabasi_albert,2,0.44126721784083844
2738,35594,13.0,0.39706741946677615,51,2210,3,0.01881186141018551,0.4394223312490571,0.21046666389231283,watts_strogatz,27,0.18525788061647036
9376,300032,32.0,0.10762825629951141,173,9376,4,0.018549463074273347,0.4461833258383581,0.7889873099400226,watts_strogatz,64,0.48291521577539986
2113,8436,3.992427827733081,0.021618976504013128,67,1094,6,0.03207341858884824,0.09903342625103857,0.2950386093347562,barabasi_albert,4,0.19763908268250308
1828,16452,9.0,0.27803162188422004,40,1816,4,0.022189746727250916,0.3998229500514374,0.4370980737039701,watts_strogatz,18,0.2715992590168629
7936,142848,18.0,0.375666392887903,380,7930,3,0.04792073832013932,0.43966959629885366,0.32183295249254357,watts_strogatz,37,0.20158993207956027
1339,4017,3.0,0.2454528211809763,19,903,12,0.014679469398491563,0.13542256331312025,0.47789014649489103,watts_strogatz,6,0.2773748366625004
7062,35310,5.0,0.4117058365471641,332,5170,4,0.047135283469113484,0.2934168008337909,0.33641362143617987,watts_strogatz,10,0.14771397532942337
5018,95342,19.0,0.3051731235070663,92,4993,4,0.01839255760393997,0.20590217308324246,0.5334722793463822,watts_strogatz,39,0.2546751864484909
2164,6483,2.9958410351201477,0.018029696730024143,67,1117,5,0.031234139979497665,0.1860433863521474,0.22690978505666545,barabasi_albert,3,0.470688993418374
1337,4011,3.0,0.44060915814842677,62,1231,8,0.04670408047399227,0.28487237560815126,0.7506888681074342,watts_strogatz,6,0.1049297632015529
1121,2242,2.0,0.275030797332314,12,401,7,0.011193495484266855,0.42846587317589285,0.23172278085502704,watts_strogatz,5,0.18864074367690908
4822,62686,13.0,0.5497469513176736,197,4632,4,0.04086569644408439,0.19685152316336718,0.3612766301917345,watts_strogatz,27,0.08558312609044383
4314,81605,18.91631896152063,0.03268391844821627,166,4314,4,0.03853665475389774,0.23057971878849265,0.7218866402200967,barabasi_albert,19,0.17774754632731404
9771,301940,30.90164773308771,0.025146819888649516,287,9769,3,0.02945893605039402,0.3646243405388676,0.21300075181913367,barabasi_albert,31,0.4045321168213321
9503,256581,27.0,0.3355537899702986,440,9498,4,0.046370275297355074,0.12244912095287817,0.3994778303974088,watts_strogatz,55,0.23207312308937778
1277,2554,2.0,0.06684627910156496,29,903,11,0.02305071047138319,0.2213522412526983,0.5788344880504881,watts_strogatz,5,0.48337292503322504
9186,211278,23.0,0.7049686364068593,385,9135,4,0.041970610069270844,0.24620174978790732,0.780896321890608,watts_strogatz,47,0.013354310904142408
9737,281532,28.91362842764712,0.024247911178841085,470,9737,3,0.04832316347605601,0.35344222200581804,0.49392428092661195,barabasi_albert,29,0.2531406913243509
2935,32164,10.9587734241908,0.029567932727014194,55,2902,4,0.019074974601653954,0.2835320438960689,0.22986172824364284,barabasi_albert,11,0.48376234243826277
6473,142406,22.0,0.224185398343089,256,6473,4,0.03967703247876155,0.3185250325263223,0.6752440942343947,watts_strogatz,45,0.33175819955601304
3745,52234,13.947663551401869,0.030073186361989433,54,3713,5,0.014618579639293729,0.15461639324748433,0.7880517382357319,barabasi_albert,14,0.27332193858117254
4605,23000,4.99457111834962,0.012936238192517244,89,4483,5,0.019341016497385507,0.336663523200054,0.5729732943588475,barabasi_albert,5,0.2260270483456826
5374,91069,16.946222553033124,0.025353206761249376,215,5374,4,0.040049166669862135,0.42246600541669566,0.6791897068976888,barabasi_albert,17,0.1280012741182212
7407,192582,26.0,0.24184565155846502,363,7407,3,0.049073169702572424,0.469921120386638,0.2831929552283768,watts_strogatz,52,0.3138215480530703
8096,137343,16.964303359683793,0.01930059070799429,250,8096,4,0.030968866997857017,0.4421321443889234,0.7964981879632009,barabasi_albert,17,0.14730848439983313
3363,10089,3.0,0.1581669033051718,153,1948,12,0.04561944750420106,0.06916027634350977,0.48543361436315124,watts_strogatz,7,0.36807714286360504
1017,2030,1.9960668633235006,0.03009478993778808,28,590,5,0.028357064246745743,0.3337647996570093,0.24597829655490178,barabasi_albert,2,0.2833981125927707
2735,13650,4.990859232175502,0.0193377413925011,132,2676,5,0.04854395290156228,0.2937408735980187,0.7134165560967467,barabasi_albert,5,0.3322575305245854
3351,50040,14.932855863921217,0.032505567524986935,133,3351,4,0.039834513698962896,0.3199660206609544,0.41357930298319034,barabasi_albert,15,0.28674132812820585
874,873,0.9988558352402745,0.0,21,551,12,0.02501314436606806,0.35805866080168713,0.5183084387074803,barabasi_albert,1,0.3995185836882626
5002,54901,10.975809676129549,0.020351679147773232,164,5002,4,0.032888805011986946,0.4542590166053594,0.3347783419650416,barabasi_albert,11,0.37937740575315104
7466,237888,31.86284489686579,0.031259343684323045,200,7177,6,0.02684500503580861,0.03348857167873711,0.7910272294044254,barabasi_albert,32,0.24082564474914536
3646,50848,13.946242457487658,0.03063014914999102,97,3646,4,0.026825316311376114,0.34112398652037773,0.7446477870134589,barabasi_albert,14,0.25070084881180327
7691,267960,34.840722922896894,0.03318506234471837,189,7691,4,0.024677993071759143,0.47477962558681663,0.6503092291327477,barabasi_albert,35,0.4143403091676494
446,445,0.9977578475336323,0.0,13,231,8,0.029576210048398603,0.3700687028709777,0.3461666985505373,barabasi_albert,1,0.27969073175192827
7775,62200,8.0,0.24085595401041623,170,7315,6,0.02198182011959531,0.14423758212099894,0.5868501774937042,watts_strogatz,16,0.30055114034704833
4287,72590,16.932586890599488,0.030305238976733234,141,4287,4,0.03292259555668941,0.3070019428928474,0.5503451507469259,barabasi_albert,17,0.05520876987590134
7527,143013,19.0,0.5122915158812752,102,7521,4,0.013681403148567708,0.37448985942462754,0.5727367066122597,watts_strogatz,39,0.11239191269586057
7218,122706,17.0,0.22626758291124857,269,7218,4,0.03736749101922065,0.34114488032896767,0.5297834067715874,watts_strogatz,35,0.32552541758998665
4553,45530,10.0,0.2734020301583535,226,4553,4,0.049800048834291025,0.38462061949647963,0.4660759333244792,watts_strogatz,20,0.2741913216062478
6957,222624,32.0,0.14853499644983967,344,6957,3,0.049469346470978955,0.39201182328735,0.38501299584008025,watts_strogatz,64,0.42178112993500544
5710,153441,26.8723292469352,0.0340321526823935,260,5151,5,0.04554051943088506,0.03941487560687181,0.42753269016094864,barabasi_albert,27,0.37054163452576
7994,311766,39.0,0.29346559290180146,375,7993,3,0.04695515562054125,0.20720155940414633,0.5389222094043351,watts_strogatz,78,0.2700049914564672
1509,6036,4.0,0.33629717605860754,36,797,5,0.023949377595769206,0.2469501569648995,0.3058057002210649,watts_strogatz,9,0.200865750419223
1088,5415,4.977022058823529,0.03542389407445351,13,1031,6,0.012300515267767178,0.23941790032251195,0.5030978814188729,barabasi_albert,5,0.2907390654143161
4596,18368,3.996518711923412,0.013277478833606672,97,1746,30,0.021267041388769677,0.011451851423902426,0.34446277545670445,barabasi_albert,4,0.19691688364718402
6994,62865,8.988418644552473,0.013201088315130729,250,6990,4,0.035875869369022734,0.40600842466113723,0.32383927567571225,barabasi_albert,9,0.12457367628965649
